MATERIAL,CALMONTH,OSMIT,ORFLG,TOTAL_STOCK,W_DEMAND18,W_DEMAND12,W_OPENQTY
ZZD0700926,202101,NEW,Y,66,674,449.333,0
ZZD0700926,202104,ACTIVE,Y,198,679.368,452.912,0
ZZD0700953,202004,NEW,Y,138,643,428.667,0
ZZD0700953,202005,NEW,Y,210,722,481.333,0
ZZD0700953,202006,NEW,Y,144,330.809,220.539,0
ZZD0700953,202007,NEW,Y,90,687.417,458.278,0
ZZD0700953,202008,NEW,Y,12,802.667,535.111,0
ZZD0700953,202009,NEW,Y,12,523.538,349.025,0
ZZD0700953,202010,NEW,Y,144,454.452,302.968,0
ZZD0700953,202011,NEW,Y,120,538.081,358.721,0
ZZD0700953,202012,NEW,Y,120,234.452,156.301,0
ZZD0700953,202101,NEW,Y,264,290,193.333,0
ZZD0700953,202102,NEW,Y,264,603.935,402.623,0
ZZD0700953,202103,NEW,Y,264,184.4,122.933,66
ZZD0700953,202104,EXCESS,Y,198,171.677,114.451,0
ZZD0700954,202004,NEW,Y,54,121,80.667,0
ZZD0700954,202005,NEW,Y,54,219,146,0
ZZD0700954,202006,NEW,Y,54,86.129,57.419,0
ZZD0700954,202007,NEW,Y,54,123.032,82.021,0
ZZD0700954,202008,NEW,Y,54,84.6,56.4,0
ZZD0700954,202009,NEW,Y,54,0,0,0
ZZD0700954,202010,NEW,Y,78,115.355,76.903,0
ZZD0700954,202011,NEW,Y,42,148.8,99.2,0
ZZD0700954,202012,NEW,Y,6,120,80,0
ZZD0700954,202101,NEW,Y,6,120,80,0
ZZD0700954,202102,NEW,Y,6,120,80,0
ZZD0700955,202004,NEW,Y,42,80,53.333,0
ZZD0700955,202005,NEW,Y,42,185,123.333,0
ZZD0700955,202006,NEW,Y,42,24.129,16.086,84
ZZD0700955,202007,NEW,Y,42,84,56,84
ZZD0700955,202009,NEW,Y,30,75.5,50.333,0
ZZD0700955,202010,NEW,Y,30,69.096,46.064,0
ZZD0700955,202011,NEW,Y,30,133.334,88.889,0
ZZD0700955,202101,NEW,Y,72,294,196,24
ZZD0700955,202102,NEW,Y,48,294,196,0
ZZD0700955,202103,NEW,Y,48,124.194,82.796,0
ZZD0700955,202104,ACTIVE,Y,48,114.399,76.266,0
ZZD0700956,202004,NEW,Y,168,90,60,0
ZZD0700956,202005,NEW,Y,168,190,126.667,0
ZZD0700956,202006,NEW,Y,168,59.355,39.57,0
ZZD0700956,202007,NEW,Y,48,120,80,0
ZZD0700956,202008,NEW,Y,48,120,80,0
ZZD0700956,202009,NEW,Y,48,120.8,80.533,0
ZZD0700956,202101,NEW,Y,72,240,160,0
ZZD0700956,202102,NEW,Y,72,240,160,0
ZZD0700956,202103,NEW,Y,72,240,160,0
ZZD0700956,202104,ACTIVE,Y,72,236.129,157.419,0
ZZD0700957,202004,NEW,Y,468,95,63.333,0
ZZD0700957,202005,NEW,Y,468,773,515.333,0
ZZD0700957,202006,NEW,Y,468,96.516,64.344,0
ZZD0700957,202007,NEW,Y,402,66,44,0
ZZD0700957,202008,NEW,Y,402,66,44,0
ZZD0700957,202009,NEW,Y,402,60.4,40.267,0
ZZD0700957,202010,NEW,Y,330,64.064,42.709,0
ZZD0700957,202011,NEW,Y,330,115,76.667,0
ZZD0700957,202012,NEW,Y,330,216,144,0
ZZD0700957,202101,NEW,Y,330,216,144,0
ZZD0700957,202102,NEW,Y,330,216,144,0
ZZD0700957,202103,NEW,Y,270,286,190.667,0
ZZD0700957,202104,ACTIVE,Y,270,286,190.667,0
ZZD0700958,202004,NEW,Y,48,61,40.667,0
ZZD0700958,202005,NEW,Y,48,189,126,0
ZZD0700958,202006,NEW,Y,48,53.839,35.893,0
ZZD0700958,202009,NEW,Y,72,45.3,30.2,0
ZZD0700958,202010,NEW,Y,72,93.064,62.043,0
ZZD0700958,202011,NEW,Y,36,96.833,64.555,0
ZZD0700958,202012,NEW,Y,36,168,112,0
ZZD0700958,202101,NEW,Y,108,198,132,30
ZZD0700958,202102,NEW,Y,78,198,132,0
ZZD0700958,202103,NEW,Y,78,102,68,0
ZZD0700958,202104,ACTIVE,Y,42,62.4,41.6,0
ZZD0700959,202004,NEW,Y,48,0,0,0
ZZD0700959,202005,NEW,Y,192,158,105.333,0
ZZD0700959,202006,NEW,Y,192,24.129,16.086,0
ZZD0700959,202007,NEW,Y,120,0,0,0
ZZD0700959,202008,NEW,Y,120,0,0,0
ZZD0700959,202009,NEW,Y,120,0,0,0
ZZD0700959,202010,NEW,Y,108,36.387,24.258,0
ZZD0700959,202011,NEW,Y,108,48,32,0
ZZD0700959,202012,NEW,Y,78,78,52,0
ZZD0700959,202101,NEW,Y,72,114,76,0
ZZD0700959,202102,NEW,Y,72,114,76,0
ZZD0700959,202103,NEW,Y,18,125.129,83.419,0
ZZD0700959,202104,ACTIVE,Y,18,122.566,81.711,0
ZZD0700960,202004,NEW,Y,78,257,171.333,0
ZZD0700960,202005,NEW,Y,78,364,242.667,0
ZZD0700960,202006,NEW,Y,78,153.032,102.021,0
ZZD0700960,202007,NEW,Y,48,252.628,168.419,0
ZZD0700960,202008,NEW,Y,48,263.4,175.6,0
ZZD0700960,202009,NEW,Y,48,255.419,170.279,0
ZZD0700960,202012,NEW,Y,48,87.291,58.194,0
ZZD0700960,202101,NEW,Y,48,108,72,54
ZZD0700961,202004,NEW,Y,48,95,63.333,0
ZZD0700961,202005,NEW,Y,192,184,122.667,0
ZZD0700961,202006,NEW,Y,150,24.129,16.086,0
ZZD0700961,202007,NEW,Y,78,78,52,0
ZZD0700961,202008,NEW,Y,78,78,52,0
ZZD0700961,202009,NEW,Y,78,75.501,50.334,0
ZZD0700961,202010,NEW,Y,78,64.065,42.71,0
ZZD0700961,202011,NEW,Y,78,127.167,84.778,0
ZZD0700961,202012,NEW,Y,78,235.936,157.291,0
ZZD0700961,202101,NEW,Y,78,192,128,36
ZZD0700961,202102,NEW,Y,42,192,128,0
ZZD0700962,202004,NEW,Y,6,201,134,0
ZZD0700962,202005,NEW,Y,150,261,174,0
ZZD0700962,202006,NEW,Y,150,140.452,93.635,0
ZZD0700962,202007,NEW,Y,36,116.042,77.361,0
ZZD0700962,202008,NEW,Y,36,413.226,275.484,42
ZZD0700962,202012,NEW,Y,72,61.097,40.731,0
ZZD0700962,202101,NEW,Y,144,98,65.333,0
ZZD0700962,202102,NEW,Y,132,150.536,100.357,0
ZZD0700962,202103,NEW,Y,132,112.193,74.795,0
ZZD0700962,202104,EXCESS,Y,132,52.533,35.022,0
ZZD0700963,202004,NEW,Y,48,110,73.333,0
ZZD0700963,202005,NEW,Y,264,158,105.333,0
ZZD0700963,202006,NEW,Y,258,24.129,16.086,0
ZZD0700963,202007,NEW,Y,204,60,40,0
ZZD0700963,202008,NEW,Y,174,60,40,0
ZZD0700963,202009,NEW,Y,174,60.4,40.267,0
ZZD0700963,202010,NEW,Y,126,105.065,70.043,0
ZZD0700963,202011,NEW,Y,126,121.001,80.667,0
ZZD0700963,202012,NEW,Y,126,216,144,0
ZZD0700963,202101,NEW,Y,126,216,144,0
ZZD0700963,202102,NEW,Y,126,216,144,0
ZZD0700963,202103,NEW,Y,84,122,81.333,0
ZZD0700963,202104,ACTIVE,Y,84,122,81.333,0
ZZD0700964,202005,NEW,Y,72,525,350,24
ZZD0700964,202010,NEW,Y,168,116.129,77.419,0
ZZD0700964,202011,NEW,Y,168,205.833,137.222,0
ZZD0700964,202012,NEW,Y,168,384,256,0
ZZD0700964,202101,NEW,Y,168,384,256,0
ZZD0700964,202102,ACTIVE,Y,168,384,256,0
ZZD0700964,202103,ACTIVE,Y,90,500,333.333,0
ZZD0700964,202104,ACTIVE,Y,90,500,333.333,0
ZZD0700965,202005,NEW,Y,216,274,182.667,0
ZZD0700965,202006,NEW,Y,180,72.065,48.043,0
ZZD0700965,202007,NEW,Y,114,99.645,66.43,0
ZZD0700965,202008,NEW,Y,114,258.11,172.073,0
ZZD0700965,202009,NEW,Y,96,114.948,76.632,0
ZZD0700965,202010,NEW,Y,96,124.064,82.709,0
ZZD0700965,202011,NEW,Y,96,175,116.667,30
ZZD0700965,202012,NEW,Y,66,366,244,0
ZZD0700965,202101,NEW,Y,24,204,136,0
ZZD0700965,202102,ACTIVE,Y,24,199.467,132.978,0
ZZD0700965,202103,ACTIVE,Y,24,196.581,131.054,0
ZZD0700966,202004,NEW,Y,84,375,250,0
ZZD0700966,202005,NEW,Y,84,384,256,0
ZZD0700966,202006,NEW,Y,84,145.872,97.248,120
ZZD0700966,202007,NEW,Y,84,333.871,222.581,120
ZZD0700966,202009,NEW,Y,108,155.233,103.489,0
ZZD0700966,202010,NEW,Y,108,170.129,113.419,0
ZZD0700966,202011,NEW,Y,108,259.833,173.222,0
ZZD0700966,202012,NEW,Y,108,450,300,0
ZZD0700966,202101,NEW,Y,66,414,276,0
ZZD0700966,202102,NEW,Y,66,390,260,0
ZZD0700966,202103,NEW,Y,66,294,196,0
ZZD0700966,202104,ACTIVE,Y,66,165.213,110.142,0
ZZD0700967,202004,NEW,Y,60,107,71.333,0
ZZD0700967,202005,NEW,Y,48,174,116,0
ZZD0700967,202006,NEW,Y,120,76.871,51.247,0
ZZD0700967,202007,NEW,Y,36,117.641,78.427,0
ZZD0700967,202008,NEW,Y,30,42.581,28.387,0
ZZD0700967,202009,NEW,Y,174,90.6,60.4,0
ZZD0700967,202010,NEW,Y,102,173.226,115.484,0
ZZD0700967,202011,NEW,Y,90,183.734,122.489,0
ZZD0700967,202012,NEW,Y,90,264,176,0
ZZD0700967,202101,NEW,Y,90,192,128,0
ZZD0700967,202102,NEW,Y,48,138,92,0
ZZD0700967,202103,NEW,Y,48,244,162.667,0
ZZD0700967,202104,ACTIVE,Y,120,235.166,156.777,0
ZZD0700968,202004,NEW,Y,54,95,63.333,0
ZZD0700968,202005,NEW,Y,198,184,122.667,0
ZZD0700968,202006,NEW,Y,198,24.129,16.086,0
ZZD0700968,202007,NEW,Y,66,132,88,0
ZZD0700968,202008,NEW,Y,66,132,88,0
ZZD0700968,202009,NEW,Y,66,120.8,80.533,0
ZZD0700968,202010,NEW,Y,66,64.129,42.753,0
ZZD0700968,202011,NEW,Y,66,206,137.333,0
ZZD0700968,202012,NEW,Y,66,264,176,0
ZZD0700968,202101,NEW,Y,42,264,176,0
ZZD0700968,202102,NEW,Y,42,264,176,0
ZZD0700968,202103,NEW,Y,42,207.6,138.4,0
ZZD0700969,202004,NEW,Y,30,413,275.333,0
ZZD0700969,202005,NEW,Y,30,371,247.333,0
ZZD0700969,202010,NEW,Y,210,280.065,186.71,6
ZZD0700969,202011,NEW,Y,84,351.988,234.659,0
ZZD0700969,202012,NEW,Y,84,586.839,391.226,0
ZZD0700969,202101,NEW,Y,78,564,376,0
ZZD0700969,202102,NEW,Y,78,225.4,150.267,0
ZZD0700969,202103,NEW,Y,90,144.129,96.086,0
ZZD0700969,202104,ACTIVE,Y,162,182.129,121.419,0
ZZD0700970,202004,NEW,Y,42,0,0,0
ZZD0700970,202005,NEW,Y,258,158,105.333,0
ZZD0700970,202006,NEW,Y,258,24.129,16.086,0
ZZD0700970,202007,NEW,Y,114,144,96,0
ZZD0700970,202008,NEW,Y,114,144,96,0
ZZD0700970,202009,NEW,Y,96,135.9,90.6,0
ZZD0700970,202010,NEW,Y,72,80.161,53.441,0
ZZD0700970,202011,NEW,Y,72,240.333,160.222,0
ZZD0700970,202012,NEW,Y,72,288,192,0
ZZD0700970,202101,NEW,Y,72,360,240,0
ZZD0700970,202102,NEW,Y,12,240,160,0
ZZD0700970,202103,NEW,Y,12,312,208,0
ZZD0700970,202104,ACTIVE,Y,12,301,200.667,0
ZZD0700971,202004,NEW,Y,48,165,110,0
ZZD0700971,202005,NEW,Y,186,105,70,0
ZZD0700971,202006,NEW,Y,186,71.129,47.419,0
ZZD0700971,202007,NEW,Y,114,85.934,57.289,0
ZZD0700971,202008,NEW,Y,102,57.187,38.125,0
ZZD0700971,202009,NEW,Y,90,75.5,50.333,0
ZZD0700971,202010,NEW,Y,90,151.161,100.774,0
ZZD0700971,202011,NEW,Y,90,171.567,114.378,0
ZZD0700971,202012,NEW,Y,48,282,188,0
ZZD0700971,202101,NEW,Y,42,282,188,0
ZZD0700971,202102,NEW,Y,30,282,188,0
ZZD0700972,202004,NEW,Y,30,215,143.333,0
ZZD0700972,202005,NEW,Y,102,213,142,0
ZZD0700972,202006,NEW,Y,96,183.774,122.516,0
ZZD0700972,202007,NEW,Y,48,342.926,228.617,0
ZZD0700972,202008,NEW,Y,48,109.568,73.045,0
ZZD0700972,202009,NEW,Y,48,80.752,53.835,0
ZZD0700972,202010,NEW,Y,48,64.064,42.709,0
ZZD0700972,202101,NEW,Y,24,156,104,0
ZZD0700972,202102,NEW,Y,24,264,176,0
ZZD0700972,202103,NEW,Y,24,144,96,0
ZZD0700972,202104,ACTIVE,Y,24,87.6,58.4,0
ZZD0700973,202004,NEW,Y,54,67,44.667,0
ZZD0700973,202005,NEW,Y,54,191,127.333,0
ZZD0700973,202006,NEW,Y,78,55.129,36.753,0
ZZD0700973,202007,NEW,Y,6,133.549,89.033,0
ZZD0700973,202008,NEW,Y,6,115.2,76.8,0
ZZD0700973,202009,NEW,Y,6,75.5,50.333,0
ZZD0700973,202010,NEW,Y,144,58.065,38.71,0
ZZD0700973,202011,NEW,Y,78,121.167,80.778,0
ZZD0700973,202012,NEW,Y,78,216,144,0
ZZD0700973,202101,NEW,Y,78,216,144,0
ZZD0700973,202102,NEW,Y,78,216,144,0
ZZD0700973,202103,NEW,Y,42,238,158.667,0
ZZD0700973,202104,ACTIVE,Y,42,238,158.667,0
ZZD0700974,202004,NEW,Y,102,76,50.667,0
ZZD0700974,202005,NEW,Y,102,507,338,0
ZZD0700974,202006,NEW,Y,138,60.323,40.215,0
ZZD0700974,202007,NEW,Y,54,221.613,147.742,0
ZZD0700974,202008,NEW,Y,54,198,132,0
ZZD0700974,202009,NEW,Y,54,80.301,53.534,0
ZZD0700974,202010,NEW,Y,126,142.065,94.71,0
ZZD0700974,202011,NEW,Y,126,205.167,136.778,0
ZZD0700974,202012,NEW,Y,72,403.548,269.032,0
ZZD0700974,202101,NEW,Y,72,330,220,0
ZZD0700974,202102,NEW,Y,24,330,220,0
ZZD0700974,202103,NEW,Y,24,155.194,103.463,0
ZZD0700975,202004,NEW,Y,48,110,73.333,0
ZZD0700975,202005,NEW,Y,336,158,105.333,0
ZZD0700975,202006,NEW,Y,408,24.129,16.086,0
ZZD0700975,202007,NEW,Y,312,96,64,0
ZZD0700975,202008,NEW,Y,288,96,64,0
ZZD0700975,202009,NEW,Y,276,90.6,60.4,0
ZZD0700975,202010,NEW,Y,204,123.097,82.065,0
ZZD0700975,202011,NEW,Y,204,199.5,133,0
ZZD0700975,202012,NEW,Y,204,367.936,245.291,0
ZZD0700975,202101,NEW,Y,168,324,216,0
ZZD0700975,202102,NEW,Y,168,324,216,0
ZZD0700975,202103,NEW,Y,108,322,214.667,0
ZZD0700975,202104,ACTIVE,Y,108,376.677,251.118,0
ZZD0700976,202004,NEW,Y,90,194,129.333,0
ZZD0700976,202005,NEW,Y,90,359,239.333,0
ZZD0700976,202006,NEW,Y,78,138.645,92.43,0
ZZD0700976,202007,NEW,Y,42,132.987,88.658,0
ZZD0700976,202008,NEW,Y,42,198.375,132.25,0
ZZD0700976,202009,NEW,Y,42,94.108,62.739,0
ZZD0700976,202010,NEW,Y,114,87.633,58.422,0
ZZD0700976,202011,NEW,Y,114,84.666,56.444,0
ZZD0700976,202012,NEW,Y,60,210,140,0
ZZD0700976,202101,NEW,Y,60,210,140,0
ZZD0700976,202102,NEW,Y,60,210,140,0
ZZD0700976,202103,NEW,Y,60,72.194,48.129,0
ZZD0700976,202104,ACTIVE,Y,60,75.6,50.4,36
ZZD0700977,202004,NEW,Y,48,61,40.667,0
ZZD0700977,202005,NEW,Y,192,189,126,0
ZZD0700977,202006,NEW,Y,192,53.839,35.893,0
ZZD0700977,202007,NEW,Y,42,122.516,81.677,0
ZZD0700977,202008,NEW,Y,42,78,52,0
ZZD0700977,202009,NEW,Y,114,75.501,50.334,0
ZZD0700977,202010,NEW,Y,42,32.065,21.377,0
ZZD0700977,202011,NEW,Y,42,120.167,80.111,0
ZZD0700977,202012,NEW,Y,42,156,104,0
ZZD0700977,202101,NEW,Y,42,156,104,0
ZZD0700977,202102,NEW,Y,42,156,104,0
ZZD0700978,202004,NEW,Y,48,97,64.667,0
ZZD0700978,202005,NEW,Y,192,206,137.333,0
ZZD0700978,202006,NEW,Y,192,69.194,46.129,0
ZZD0700978,202007,NEW,Y,54,205.742,137.161,0
ZZD0700978,202101,NEW,Y,72,130,86.667,0
ZZD0700978,202102,NEW,Y,36,330.571,220.381,0
ZZD0700978,202104,ACTIVE,Y,30,363.6,242.4,0
ZZD0700979,202004,NEW,Y,108,103,68.667,0
ZZD0700979,202005,NEW,Y,108,188,125.333,0
ZZD0700979,202006,NEW,Y,102,24.129,16.086,150
ZZD0700979,202007,NEW,Y,102,150,100,150
ZZD0700979,202009,NEW,Y,96,135.9,90.6,0
ZZD0700979,202010,NEW,Y,72,80.161,53.441,0
ZZD0700979,202011,NEW,Y,72,240.334,160.223,0
ZZD0700979,202101,NEW,Y,96,300,200,0
ZZD0700979,202102,NEW,Y,96,300,200,0
ZZD0700979,202103,NEW,Y,96,226,150.667,0
ZZD0700979,202104,ACTIVE,Y,96,225.677,150.451,0
ZZD0700980,202004,NEW,Y,60,80,53.333,0
ZZD0700980,202005,NEW,Y,60,197,131.333,0
ZZD0700980,202006,NEW,Y,132,61.516,41.011,0
ZZD0700980,202007,NEW,Y,132,29.936,19.957,0
ZZD0700980,202008,NEW,Y,66,42,28,0
ZZD0700980,202009,NEW,Y,66,42,28,0
ZZD0700980,202010,NEW,Y,66,203,135.333,0
ZZD0700980,202011,NEW,Y,54,78.501,52.334,36
ZZD0700980,202012,NEW,Y,18,55.097,36.731,0
ZZD0700980,202101,NEW,Y,18,98,65.333,0
ZZD0700980,202102,NEW,Y,18,174.536,116.357,0
ZZD0700981,202004,NEW,Y,96,80,53.333,0
ZZD0700981,202005,NEW,Y,240,465,310,0
ZZD0700981,202006,NEW,Y,240,97.71,65.14,0
ZZD0700981,202007,NEW,Y,186,110.129,73.419,0
ZZD0700981,202008,NEW,Y,114,54,36,0
ZZD0700981,202009,NEW,Y,102,45.3,30.2,0
ZZD0700981,202010,NEW,Y,30,58.065,38.71,0
ZZD0700981,202011,NEW,Y,6,96.834,64.556,0
ZZD0700981,202104,ACTIVE,Y,30,62.4,41.6,0
ZZD0700982,202004,NEW,Y,174,172,114.667,0
ZZD0700982,202005,NEW,Y,174,638,425.333,0
ZZD0700982,202006,NEW,Y,174,162.58,108.387,0
ZZD0700982,202007,NEW,Y,54,193.286,128.857,0
ZZD0700982,202008,NEW,Y,48,252,168,0
ZZD0700982,202009,NEW,Y,48,120.8,80.533,0
ZZD0700982,202010,NEW,Y,6,152.129,101.419,0
ZZD0700982,202011,NEW,Y,6,241.833,161.222,0
ZZD0700982,202012,NEW,Y,6,456,304,0
ZZD0700982,202101,NEW,Y,78,288,192,0
ZZD0700982,202102,NEW,Y,96,384,256,0
ZZD0700982,202103,NEW,Y,6,368,245.333,0
ZZD0700982,202104,ACTIVE,Y,6,355.833,237.222,0
ZZD0700983,202004,NEW,Y,180,63,42,0
ZZD0700983,202005,NEW,Y,180,177,118,0
ZZD0700983,202006,NEW,Y,174,47.613,31.742,0
ZZD0700983,202007,NEW,Y,114,60,40,0
ZZD0700983,202008,NEW,Y,114,60,40,0
ZZD0700983,202009,NEW,Y,114,60.4,40.267,0
ZZD0700983,202010,NEW,Y,66,58.065,38.71,0
ZZD0700983,202011,NEW,Y,18,101.801,67.867,0
ZZD0700983,202101,NEW,Y,24,150,100,24
ZZD0700983,202102,NEW,Y,24,150,100,24
ZZD0700984,202004,NEW,Y,84,358,238.667,0
ZZD0700984,202005,NEW,Y,84,399,266,0
ZZD0700984,202006,NEW,Y,156,332.355,221.57,0
ZZD0700984,202007,NEW,Y,84,193.987,129.325,0
ZZD0700984,202008,NEW,Y,72,396.871,264.581,0
ZZD0700984,202009,NEW,Y,72,194.955,129.97,0
ZZD0700984,202010,NEW,Y,216,153.097,102.065,0
ZZD0700984,202011,NEW,Y,168,229.5,153,0
ZZD0700984,202012,NEW,Y,102,496.839,331.226,42
ZZD0700984,202101,NEW,Y,72,438,292,42
ZZD0700984,202102,NEW,Y,102,438,292,0
ZZD0700984,202103,NEW,Y,102,252.387,168.258,0
ZZD0700984,202104,ACTIVE,Y,24,198.813,132.542,0
ZZD0700985,202009,NEW,Y,504,779,519.333,18
ZZD0700985,202010,NEW,Y,414,97.161,64.774,0
ZZD0700985,202011,NEW,Y,390,224.501,149.667,0
ZZD0700985,202012,NEW,Y,408,522,348,0
ZZD0700985,202101,NEW,Y,408,414,276,0
ZZD0700985,202102,ACTIVE,Y,408,414,276,0
ZZD0700985,202103,EXCESS,Y,408,169.516,113.011,0
ZZD0700985,202104,EXCESS,Y,408,124.632,83.088,0
ZZD0700986,202004,NEW,Y,12,120,80,0
ZZD0700986,202005,NEW,Y,300,120,80,0
ZZD0700986,202006,NEW,Y,258,12.065,8.043,0
ZZD0700986,202007,NEW,Y,252,238.613,159.075,0
ZZD0700986,202008,NEW,Y,210,86.981,57.987,0
ZZD0700986,202009,NEW,Y,198,109.101,72.734,0
ZZD0700986,202010,NEW,Y,174,131.032,87.355,0
ZZD0700986,202011,NEW,Y,174,217.334,144.889,30
ZZD0700986,202012,NEW,Y,132,159.29,106.193,0
ZZD0700986,202101,NEW,Y,84,232,154.667,0
ZZD0700986,202102,NEW,Y,84,241.6,161.067,0
ZZD0700986,202103,NEW,Y,36,245.71,163.807,0
ZZD0700987,202004,NEW,Y,60,77,51.333,0
ZZD0700987,202005,NEW,Y,60,175,116.667,0
ZZD0700987,202010,NEW,Y,72,184.258,122.839,48
ZZD0700988,202005,NEW,Y,72,343,228.667,12
ZZD0700988,202006,NEW,Y,50,76.065,50.71,60
ZZD0700988,202010,NEW,Y,168,184.065,122.71,42
ZZD0700988,202011,NEW,Y,72,217.001,144.667,0
ZZD0700988,202012,NEW,Y,72,358.452,238.968,42
ZZD0700988,202101,NEW,Y,30,294,196,0
ZZD0700988,202102,ACTIVE,Y,28,294,196,0
ZZD0700988,202103,ACTIVE,Y,28,294,196,0
ZZD0700988,202104,ACTIVE,Y,24,165.6,110.4,0
ZZD0700989,202004,NEW,Y,6,"1,038.00",692,0
ZZD0700989,202005,NEW,Y,6,"1,158.00",772,0
ZZD0700989,202006,NEW,Y,6,712.452,474.968,0
ZZD0700989,202007,NEW,Y,6,696.843,464.562,48
ZZD0700989,202009,NEW,Y,246,"1,340.40",893.6,0
ZZD0700989,202010,NEW,Y,318,129.097,86.065,0
ZZD0700989,202011,NEW,Y,270,111.043,74.029,0
ZZD0700989,202012,NEW,Y,342,113.484,75.656,0
ZZD0700989,202101,NEW,Y,342,228,152,0
ZZD0700989,202102,NEW,Y,342,228,152,0
ZZD0700989,202103,NEW,Y,342,154.323,102.882,0
ZZD0700989,202104,EXCESS,Y,342,119.733,79.822,0
ZZD0700990,202004,NEW,Y,186,173,115.333,0
ZZD0700990,202005,NEW,Y,186,260,173.333,0
ZZD0700990,202006,NEW,Y,174,71.129,47.419,0
ZZD0700990,202007,NEW,Y,102,171.291,114.194,0
ZZD0700990,202008,NEW,Y,60,159.6,106.4,0
ZZD0700990,202009,NEW,Y,60,226.5,151,0
ZZD0700990,202010,NEW,Y,60,172.258,114.839,0
ZZD0700990,202011,NEW,Y,36,233.767,155.845,0
ZZD0700990,202012,NEW,Y,36,55.097,36.731,0
ZZD0700990,202101,NEW,Y,108,98,65.333,0
ZZD0700990,202102,NEW,Y,108,216.536,144.357,0
ZZD0700990,202103,NEW,Y,66,126,84,0
ZZD0700990,202104,ACTIVE,Y,66,126,84,0
ZZD0700991,202004,NEW,Y,90,90,60,0
ZZD0700991,202005,NEW,Y,306,436,290.667,0
ZZD0700991,202006,NEW,Y,270,95.549,63.699,0
ZZD0700991,202007,NEW,Y,186,84,56,0
ZZD0700991,202008,NEW,Y,186,84,56,0
ZZD0700991,202009,NEW,Y,186,75.5,50.333,0
ZZD0700991,202010,NEW,Y,186,75.096,50.064,0
ZZD0700991,202011,NEW,Y,186,139.334,92.889,0
ZZD0700991,202012,NEW,Y,186,252,168,0
ZZD0700991,202101,NEW,Y,186,126,84,0
ZZD0700991,202102,NEW,Y,144,126,84,0
ZZD0700991,202103,NEW,Y,144,148,98.667,0
ZZD0700991,202104,ACTIVE,Y,84,207.166,138.111,0
ZZD0700992,202004,NEW,Y,48,77,51.333,0
ZZD0700992,202005,NEW,Y,186,65,43.333,0
ZZD0700992,202006,NEW,Y,186,24.129,16.086,0
ZZD0700992,202007,NEW,Y,126,39.643,26.429,0
ZZD0700992,202008,NEW,Y,108,28.387,18.925,0
ZZD0700992,202009,NEW,Y,108,60.4,40.267,0
ZZD0700992,202010,NEW,Y,72,137.161,91.441,0
ZZD0700992,202011,NEW,Y,72,115.001,76.667,0
ZZD0700992,202012,NEW,Y,36,240,160,0
ZZD0700992,202101,NEW,Y,36,240,160,0
ZZD0700992,202102,NEW,Y,36,240,160,0
ZZD0700993,202004,NEW,Y,156,103,68.667,0
ZZD0700993,202005,NEW,Y,156,507,338,0
ZZD0700993,202006,NEW,Y,150,60.323,40.215,0
ZZD0700993,202007,NEW,Y,90,60,40,0
ZZD0700993,202008,NEW,Y,90,60,40,0
ZZD0700993,202009,NEW,Y,60,60.4,40.267,0
ZZD0700993,202010,NEW,Y,60,118.065,78.71,0
ZZD0700993,202011,NEW,Y,60,159.401,106.267,0
ZZD0700993,202012,NEW,Y,60,216,144,18
ZZD0700994,202009,NEW,Y,30,707.9,471.933,0
ZZD0700994,202010,NEW,Y,216,531.562,354.375,0
ZZD0700994,202011,NEW,Y,216,388.833,259.222,0
ZZD0700994,202012,NEW,Y,420,396,264,0
ZZD0700994,202101,NEW,Y,420,240,160,0
ZZD0700994,202102,EXCESS,Y,420,240,160,0
ZZD0700994,202103,EXCESS,Y,420,167.258,111.505,0
ZZD0700994,202104,EXCESS,Y,420,144.566,96.377,0
ZZD0700995,202004,NEW,Y,48,76,50.667,0
ZZD0700995,202005,NEW,Y,186,52,34.667,0
ZZD0700995,202006,NEW,Y,186,24.129,16.086,0
ZZD0700995,202007,NEW,Y,174,39.643,26.429,0
ZZD0700995,202008,NEW,Y,162,28.387,18.925,0
ZZD0700995,202009,NEW,Y,162,90.6,60.4,0
ZZD0700995,202010,NEW,Y,18,108.193,72.129,0
ZZD0700995,202104,ACTIVE,Y,36,71.733,47.822,42
ZZD0700996,202005,NEW,Y,144,367,244.667,6
ZZD0700996,202006,NEW,Y,138,117,78,0
ZZD0700996,202007,NEW,Y,30,102.643,68.429,0
ZZD0700996,202008,NEW,Y,24,104.981,69.987,0
ZZD0700996,202009,NEW,Y,24,163.119,108.746,0
ZZD0700996,202010,NEW,Y,72,141.097,94.065,0
ZZD0700996,202011,NEW,Y,24,220.378,146.919,0
ZZD0700996,202101,NEW,Y,48,372,248,36
ZZD0700997,202004,NEW,Y,48,77,51.333,0
ZZD0700997,202005,NEW,Y,42,65,43.333,0
ZZD0700997,202006,NEW,Y,42,24.129,16.086,66
ZZD0700997,202007,NEW,Y,42,39.643,26.429,66
ZZD0700997,202009,NEW,Y,120,75.5,50.333,0
ZZD0700997,202010,NEW,Y,48,91.161,60.774,0
ZZD0700997,202011,NEW,Y,48,109,72.667,0
ZZD0700997,202101,NEW,Y,12,180,120,0
ZZD0700997,202102,NEW,Y,18,180,120,0
ZZD0700997,202103,NEW,Y,18,143.194,95.463,0
